Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2018-05-14,2018,5,14,,24.7,,12.4,,18.6,,0,,0.6,,,M,,M,0,,,,22,,33,
2018-05-15,2018,5,15,,20.6,,8.5,,14.6,,3.4,,0,,,M,,M,0.9,,,,,,<31,
2018-05-16,2018,5,16,,22.9,,4.7,,13.8,,4.2,,0,,,M,,M,0,,,,,,<31,
2018-05-17,2018,5,17,,18,,8.9,,13.5,,4.5,,0,,,M,,M,0,,,,3,,32,
2018-05-18,2018,5,18,,16.4,,6.3,,11.4,,6.6,,0,,,M,,M,0,,,,,,<31,
2018-05-19,2018,5,19,,21.1,,8.3,,14.7,,3.3,,0,,,M,,M,7.8,,,,20,,35,
2018-05-20,2018,5,20,,20.5,,12.2,,16.4,,1.6,,0,,,M,,M,8.7,,,,,,<31,
2018-05-21,2018,5,21,,25,,10.9,,18,,0,,0,,,M,,M,0,,,,26,,35,
2018-05-22,2018,5,22,,22.1,,13.2,,17.7,,0.3,,0,,,M,,M,1.9,,,,,,<31,
2018-05-23,2018,5,23,,23.5,,11.6,,17.6,,0.4,,0,,,M,,M,0,,,,,,<31,
2018-05-24,2018,5,24,,22.9,,12.1,,17.5,,0.5,,0,,,M,,M,0,,,,,,<31,
2018-05-25,2018,5,25,,25.7,,17,,21.4,,0,,3.4,,,M,,M,0.4,,,,21,,33,
2018-05-26,2018,5,26,,23.4,,13.9,,18.7,,0,,0.7,,,M,,M,5.2,,,,,,<31,
2018-05-27,2018,5,27,,20,,11.7,,15.9,,2.1,,0,,,M,,M,1,,,,,,<31,
2018-05-28,2018,5,28,,21.5,,13.6,,17.6,,0.4,,0,,,M,,M,0.6,,,,,,<31,
2018-05-29,2018,5,29,,24.8,,16.9,,20.9,,0,,2.9,,,M,,M,0,,,,,,<31,
2018-05-30,2018,5,30,,29.9,,13.1,,21.5,,0,,3.5,,,M,,M,0,,,,,,<31,
2018-05-31,2018,5,31,,29.7,,19.6,,24.7,,0,,6.7,,,M,,M,0,,,,,,<31,
2018-06-01,2018,6,1,,30.5,,18.3,,24.4,,0,,6.4,,,M,,M,0.8,,,,1,,39,
2018-06-02,2018,6,2,,24.6,,14.5,,19.6,,0,,1.6,,,M,,M,0,,,,1,,41,
2018-06-03,2018,6,3,,25.5,,10.9,,18.2,,0,,0.2,,,M,,M,3.8,,,,19,,32,
2018-06-04,2018,6,4,,14.8,,8.4,,11.6,,6.4,,0,,,M,,M,24.9,,,,24,,37,
2018-06-05,2018,6,5,,16.1,,10.3,,13.2,,4.8,,0,,,M,,M,2.1,,,,,,<31,
2018-06-06,2018,6,6,,17.2,,11.1,,14.2,,3.8,,0,,,M,,M,0,,,,,,<31,
2018-06-07,2018,6,7,,21.3,,13,,17.2,,0.8,,0,,,M,,M,0,,,,20,,33,
2018-06-08,2018,6,8,,22.2,,14.3,,18.3,,0,,0.3,,,M,,M,0,,,,,,<31,
2018-06-09,2018,6,9,,22.7,,14.3,,18.5,,0,,0.5,,,M,,M,0,,,,1,,33,
2018-06-10,2018,6,10,,20.7,,12,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
2018-06-11,2018,6,11,,23.1,,11.4,,17.3,,0.7,,0,,,M,,M,0,,,,,,<31,
2018-06-12,2018,6,12,,26.8,,14.7,,20.8,,0,,2.8,,,M,,M,0,,,,21,,39,
2018-06-13,2018,6,13,,25.8,,17.1,,21.5,,0,,3.5,,,M,,M,4,,,,,,<31,
2018-06-14,2018,6,14,,17.1,,11.9,,14.5,,3.5,,0,,,M,,M,11.5,,,,32,,32,
2018-06-15,2018,6,15,,25.4,,11.1,,18.3,,0,,0.3,,,,,M,0.2,,,,,,,
2018-06-16,2018,6,16,,27.7,,15.7,,21.7,,0,,3.7,,,M,,M,0,,,,,,<31,
2018-06-17,2018,6,17,,29.2,,18.6,,23.9,,0,,5.9,,,M,,M,0,,,,,,<31,
2018-06-18,2018,6,18,,29,,18.5,,23.8,,0,,5.8,,,M,,M,27.9,,,,14,,57,
2018-06-19,2018,6,19,,24.3,,13.7,,19,,0,,1,,,M,,M,0,,,,35,,35,
2018-06-20,2018,6,20,,25.9,,15.4,,20.7,,0,,2.7,,,M,,M,0,,,,20,,37,
2018-06-21,2018,6,21,,21.1,,12.7,,16.9,,1.1,,0,,,M,,M,0,,,,3,,32,
2018-06-22,2018,6,22,,25.1,,12.2,,18.7,,0,,0.7,,,M,,M,0,,,,,,<31,
2018-06-23,2018,6,23,,21.9,,14.8,,18.4,,0,,0.4,,,M,,M,1.9,,,,,,<31,
2018-06-24,2018,6,24,,23.5,,14.2,,18.9,,0,,0.9,,,M,,M,6.3,,,,,,<31,
2018-06-25,2018,6,25,,22.1,,12.4,,17.3,,0.7,,0,,,M,,M,0,,,,3,,35,
2018-06-26,2018,6,26,,23.8,,13.7,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
2018-06-27,2018,6,27,,26.8,,16.8,,21.8,,0,,3.8,,,M,,M,2,,,,,,<31,
2018-06-28,2018,6,28,,22.6,,16.6,,19.6,,0,,1.6,,,,,M,0.2,,,,,,,
2018-06-29,2018,6,29,,30.9,,19.5,,25.2,,0,,7.2,,,M,,M,0,,,,,,<31,
2018-06-30,2018,6,30,,31.8,,22.8,,27.3,,0,,9.3,,,M,,M,0,,,,,,<31,
2018-07-01,2018,7,1,,34.6,,24.9,,29.8,,0,,11.8,,,M,,M,0,,,,,,<31,
2018-07-02,2018,7,2,,36.6,,23.4,,30,,0,,12,,,M,,M,0,,,,,,<31,
2018-07-03,2018,7,3,,33.2,,24,,28.6,,0,,10.6,,,M,,M,0,,,,,,<31,
2018-07-04,2018,7,4,,,M,23.5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
2018-07-05,2018,7,5,,34.8,,25,,29.9,,0,,11.9,,,M,,M,0,,,,,,<31,
2018-07-06,2018,7,6,,27.3,,15.8,,21.6,,0,,3.6,,,M,,M,3.2,,,,2,,43,
2018-07-07,2018,7,7,,27.9,,14.8,,21.4,,0,,3.4,,,M,,M,0,,,,,,<31,
2018-07-08,2018,7,8,,28.9,,18.7,,23.8,,0,,5.8,,,M,,M,0,,,,18,,33,
2018-07-09,2018,7,9,,31.7,,20.6,,26.2,,0,,8.2,,,M,,M,0,,,,21,,37,
2018-07-10,2018,7,10,,29.7,,18.8,,24.3,,0,,6.3,,,M,,M,0.2,,,,,,<31,
2018-07-11,2018,7,11,,26.5,,15.3,,20.9,,0,,2.9,,,M,,M,0,,,,,,<31,
2018-07-12,2018,7,12,,27.4,,18.3,,22.9,,0,,4.9,,,M,,M,0,,,,,,<31,
2018-07-13,2018,7,13,,29.5,,18.2,,23.9,,0,,5.9,,,M,,M,0,,,,,,<31,
2018-07-14,2018,7,14,,28.9,,19.5,,24.2,,0,,6.2,,,M,,M,0,,,,,,<31,
2018-07-15,2018,7,15,,31,,21.5,,26.3,,0,,8.3,,,M,,M,0,,,,,,<31,
2018-07-16,2018,7,16,,33.5,,20.5,,27,,0,,9,,,,,M,1.7,,,,,,,
2018-07-17,2018,7,17,,29.7,,17.9,,23.8,,0,,5.8,,,,,M,27,,,,,,,
2018-07-18,2018,7,18,,24.5,,15.5,,20,,0,,2,,,,,M,0,,,,,,,
2018-07-19,2018,7,19,,27.2,,17.2,,22.2,,0,,4.2,,,,,M,0,,,,,,,
2018-07-20,2018,7,20,,30.9,,18.5,,24.7,,0,,6.7,,,,,M,0,,,,,,,
2018-07-21,2018,7,21,,31.4,,21.2,,26.3,,0,,8.3,,,,,M,0,,,,,,,
2018-07-22,2018,7,22,,26.6,,17.6,,22.1,,0,,4.1,,,,,M,4.7,,,,,,,
2018-07-23,2018,7,23,,29.2,,21.6,,25.4,,0,,7.4,,,,,M,0,,,,,,,
2018-07-24,2018,7,24,,,M,,M,,M,,M,,M,,,,M,,M,,,,M,,M
2018-07-25,2018,7,25,,26.9,,21.4,,24.2,,0,,6.2,,,,,M,38.8,,,,,,,
2018-07-26,2018,7,26,,28.3,,20.8,,24.6,,0,,6.6,,,,,M,0.9,,,,,,,
2018-07-27,2018,7,27,,,M,,M,,M,,M,,M,,,,M,,M,,,,M,,M
2018-07-28,2018,7,28,,27.6,,18.1,,22.8,,0,,4.8,,,,,M,3.7,,,,25,,32,
2018-07-29,2018,7,29,,25.9,,18.1,,22,,0,,4,,,,,M,0,,,,,,,
2018-07-30,2018,7,30,,28.2,,18.4,,23.3,,0,,5.3,,,,,M,0,,,,,,,
2018-07-31,2018,7,31,,29.4,,20.7,,25.1,,0,,7.1,,,,,M,0,,,,,,,
2018-08-01,2018,8,1,,28.6,,22.5,,25.5,,0,,7.5,,,,,M,7.7,,,,,,,
2018-08-02,2018,8,2,,27.9,,22,,24.9,,0,,6.9,,,,,M,0,,,,,,,
2018-08-03,2018,8,3,,27.6,,22.3,,25,,0,,7,,,,,M,0,,,,,,,
2018-08-04,2018,8,4,,27.2,,20.9,,24,,0,,6,,,,,M,0.4,,,,,,,
2018-08-05,2018,8,5,,31.7,,20.9,,26.3,,0,,8.3,,,,,M,0,,,,,,,
2018-08-06,2018,8,6,,32.5,,22.6,,27.5,,0,,9.5,,,,,M,1.1,,,,31,,35,
2018-08-07,2018,8,7,,28.2,,22.1,,25.2,,0,,7.2,,,,,M,0.5,,,,,,,
2018-08-08,2018,8,8,,27.8,,20.6,,24.2,,0,,6.2,,,,,M,4.3,,,,,,,
2018-08-09,2018,8,9,,27.7,,19.6,,23.6,,0,,5.6,,,,,M,2.6,,,,,,,
2018-08-10,2018,8,10,,26,,16.5,,21.3,,0,,3.3,,,,,M,0,,,,,,,
2018-08-11,2018,8,11,,27.8,,16.4,,22.1,,0,,4.1,,,,,M,0,,,,,,,
2018-08-12,2018,8,12,,29.4,,18.1,,23.8,,0,,5.8,,,,,M,0.9,,,,,,,
2018-08-13,2018,8,13,,30.2,,21.1,,25.7,,0,,7.7,,,,,M,0,,,,,,,
2018-08-14,2018,8,14,,29.5,,21.2,,25.4,,0,,7.4,,,,,M,5.2,,,,,,,
2018-08-15,2018,8,15,,28.5,,20.9,,24.7,,0,,6.7,,,,,M,0.2,,,,,,,
2018-08-16,2018,8,16,,25.4,,17.1,,21.2,,0,,3.2,,,,,M,0,,,,,,,
2018-08-17,2018,8,17,,23.4,,17.4,,20.4,,0,,2.4,,,,,M,4.1,,,,36,,31,
2018-08-18,2018,8,18,,25.2,,17.2,,21.2,,0,,3.2,,,,,M,0,,,,,,,
2018-08-19,2018,8,19,,28.4,,17.1,,22.7,,0,,4.7,,,,,M,0,,,,,,,
2018-08-20,2018,8,20,,28.5,,16.7,,22.6,,0,,4.6,,,,,M,0.2,,,,,,,
2018-08-21,2018,8,21,,26.9,,18.7,,22.8,,0,,4.8,,,,,M,0,,,,,,,
2018-08-22,2018,8,22,,22.5,,15.3,,18.9,,0,,0.9,,,,,M,2.6,,,,20,,37,
2018-08-23,2018,8,23,,25.2,,13.8,,19.5,,0,,1.5,,,,,M,0,,,,,,,
2018-08-24,2018,8,24,,28.8,,18.7,,23.7,,0,,5.7,,,,,M,0,,,,,,,
2018-08-25,2018,8,25,,29.5,,18.7,,24.1,,0,,6.1,,,,,M,0,,,,,,,
2018-08-26,2018,8,26,,25.1,,19.1,,22.1,,0,,4.1,,,,,M,8.5,,,,,,,
2018-08-27,2018,8,27,,26,,20.3,,23.1,,0,,5.1,,,,,M,8.9,,,,,,,
2018-08-28,2018,8,28,,30.9,,21.9,,26.4,,0,,8.4,,,,,M,5.7,,,,18,,35,
2018-08-29,2018,8,29,,32.1,,20.7,,26.4,,0,,8.4,,,,,M,0.8,,,,19,,52,
2018-08-30,2018,8,30,,21.3,,14.2,,17.7,,0.3,,0,,,,,M,0,,,,,,,
2018-08-31,2018,8,31,,24.6,,11.7,,18.1,,0,,0.1,,,,,M,0,,,,,,,
2018-09-01,2018,9,1,,26.5,,19.5,,23,,0,,5,,,,,M,0.4,,,,,,,
2018-09-02,2018,9,2,,25,,19.6,,22.3,,0,,4.3,,,,,M,9,,,,,,,
2018-09-03,2018,9,3,,30.2,,22.4,,26.3,,0,,8.3,,,,,M,5.9,,,,35,,37,
2018-09-04,2018,9,4,,26.4,,19.6,,23,,0,,5,,,,,M,0,,,,,,,
2018-09-05,2018,9,5,,32.2,,18.4,,25.3,,0,,7.3,,,,,M,0.5,,,,,,,
2018-09-06,2018,9,6,,27.1,,16.7,,21.9,,0,,3.9,,,,,M,0,,,,1,,32,
2018-09-07,2018,9,7,,22.4,,13.9,,18.1,,0,,0.1,,,,,M,0,,,,1,,32,
2018-09-08,2018,9,8,,17.5,,10.4,,13.9,,4.1,,0,,,,,M,0,,,,35,,31,
2018-09-09,2018,9,9,,16.8,,8,,12.4,,5.6,,0,,,,,M,0,,,,,,,
2018-09-10,2018,9,10,,17.8,,9,,13.4,,4.6,,0,,,,,M,13.7,,,,,,,
2018-09-11,2018,9,11,,19.6,,12.8,,16.2,,1.8,,0,,,,,M,11.5,,,,,,,
2018-09-12,2018,9,12,,24,,17.1,,20.5,,0,,2.5,,,,,M,0,,,,,,,
2018-09-13,2018,9,13,,26.4,,15.8,,21.1,,0,,3.1,,,,,M,0,,,,,,,
2018-09-14,2018,9,14,,28.4,,16.9,,22.7,,0,,4.7,,,,,M,0,,,,,,,
2018-09-15,2018,9,15,,29.4,,18.6,,24,,0,,6,,,,,M,0,,,,,,,
2018-09-16,2018,9,16,,26.9,,20.5,,23.7,,0,,5.7,,,,,M,0.2,,,,,,,
2018-09-17,2018,9,17,,29.2,,21.1,,25.2,,0,,7.2,,,,,M,0,,,,,,,
2018-09-18,2018,9,18,,25.9,,10.8,,18.4,,0,,0.4,,,,,M,0,,,,,,,
2018-09-19,2018,9,19,,15.7,,10.5,,13.1,,4.9,,0,,,,,M,0,,,,,,,
2018-09-20,2018,9,20,,16.7,,9.7,,13.2,,4.8,,0,,,,,M,0,,,,,,,
2018-09-21,2018,9,21,,22.2,,14.5,,18.3,,0,,0.3,,,,,M,36.3,,,,21,,37,
2018-09-22,2018,9,22,,18.7,,9.2,,13.9,,4.1,,0,,,,,M,0.2,,,,35,,34,
2018-09-23,2018,9,23,,17,,7.9,,12.5,,5.5,,0,,,,,M,0,,,,35,,32,
2018-09-24,2018,9,24,,14.3,,4.7,,9.5,,8.5,,0,,,,,M,0,,,,,,,
2018-09-25,2018,9,25,,16,,10.5,,13.3,,4.7,,0,,,,,M,7.5,,,,20,,35,
2018-09-26,2018,9,26,,21.9,,12.3,,17.1,,0.9,,0,,,,,M,8.5,,,,,,,
2018-09-27,2018,9,27,,17.7,,8.8,,13.3,,4.7,,0,,,,,M,0.2,,,,,,,
2018-09-28,2018,9,28,,20.9,,12.1,,16.5,,1.5,,0,,,,,M,0,,,,,,,
2018-09-29,2018,9,29,,16.5,,9.5,,13,,5,,0,,,,,M,1.2,,,,,,,
2018-09-30,2018,9,30,,11.8,,8,,9.9,,8.1,,0,,,,,M,0.7,,,,,,,
2018-10-01,2018,10,1,,14.3,,7.6,,10.9,,7.1,,0,,,,,M,0.4,,,,,,,
2018-10-02,2018,10,2,,10.6,,7.4,,9,,9,,0,,,,,M,10.3,,,,,,,
2018-10-03,2018,10,3,,11.9,,8.8,,10.3,,7.7,,0,,,,,M,0,,,,,,,
2018-10-04,2018,10,4,,23.2,,7.3,,15.2,,2.8,,0,,,,,M,1.5,,,,,,,
2018-10-05,2018,10,5,,10.4,,4.6,,7.5,,10.5,,0,,,,,M,0.4,,,,,,,
2018-10-06,2018,10,6,,11.3,,6,,8.7,,9.3,,0,,,,,M,0,,,,,,,
2018-10-07,2018,10,7,,10.2,,6.2,,8.2,,9.8,,0,,,,,M,0,,,,,,,
2018-10-08,2018,10,8,,10.8,,6.1,,8.5,,9.5,,0,,,,,M,20,,,,,,,
2018-10-09,2018,10,9,,27,,9,,18,,0,,0,,,,,M,6.8,,,,,,,
2018-10-10,2018,10,10,,21.9,,8,,14.9,,3.1,,0,,,,,M,5.7,,,,1,,32,
2018-10-11,2018,10,11,,10.1,,7.4,,8.7,,9.3,,0,,,,,M,8.1,,,,,,,
2018-10-12,2018,10,12,,10.7,,6.2,,8.5,,9.5,,0,,,,,M,0.3,,,,,,,
2018-10-13,2018,10,13,,8,,4.5,,6.3,,11.7,,0,,,,,M,0,,,,,,,
2018-10-14,2018,10,14,,12.4,,3.8,,8.1,,9.9,,0,,,,,M,0.3,,,,,,,
2018-10-15,2018,10,15,,,M,,M,,M,,M,,M,,,,M,,M,,,,M,,M
2018-10-16,2018,10,16,,8.4,,3.5,,6,,12,,0,,,,,M,0,,,,20,,32,
2018-10-17,2018,10,17,,9.9,,0.7,,5.3,,12.7,,0,,,,,M,0,,,,,,,
2018-10-18,2018,10,18,,5,,-0.8,,2.1,,15.9,,0,,,,,M,0,,,,2,,31,
2018-10-19,2018,10,19,,15.7,,4.9,,10.3,,7.7,,0,,,,,M,0,,,,21,,40,
2018-10-20,2018,10,20,,13.1,,2.9,,8,,10,,0,,,,,M,0,,,,18,,40,
2018-10-21,2018,10,21,,4.8,,0.3,,2.5,,15.5,,0,,,,,M,0,,,,36,,32,
2018-10-22,2018,10,22,,6.6,,-0.6,,3,,15,,0,,,,,M,0,,,,,,,
2018-10-23,2018,10,23,,9.4,,1.5,,5.5,,12.5,,0,,,,,M,0,,,,,,,
2018-10-24,2018,10,24,,8.1,,1.2,,4.7,,13.3,,0,,,,,M,1.8,,,,,,,
2018-10-25,2018,10,25,,3.3,,-0.2,,1.5,,16.5,,0,,,,,M,0,,,,,,,
2018-10-26,2018,10,26,,5.5,,-2.2,,1.6,,16.4,,0,,,,,M,0,,,,,,,
2018-10-27,2018,10,27,,5.5,,-1.5,,2,,16,,0,,,,,M,11.2,,,,36,,36,
2018-10-28,2018,10,28,,4.7,,0.6,,2.6,,15.4,,0,,,,,M,7.7,,,,1,,35,
2018-10-29,2018,10,29,,6.6,,2.4,,4.5,,13.5,,0,,,,,M,1.4,,,,,,,
2018-10-30,2018,10,30,,4.4,,0.7,,2.5,,15.5,,0,,,,,M,0,,,,,,,
2018-10-31,2018,10,31,,5.3,,1.4,,3.4,,14.6,,0,,,,,M,8.4,,,,,,,
2018-11-01,2018,11,1,,,M,,M,,M,,M,,M,,,,M,,M,,,,M,,M
2018-11-02,2018,11,2,,5.1,,3.1,,4.1,,13.9,,0,,,,,M,7.9,,,,6,,40,
2018-11-03,2018,11,3,,4.9,,2.4,,3.7,,14.3,,0,,,,,M,14.5,,,,23,,36,
2018-11-04,2018,11,4,,6.7,,2.1,,4.4,,13.6,,0,,,,,M,0,,,,,,,
2018-11-05,2018,11,5,,6.1,,0.9,,3.5,,14.5,,0,,,,,M,8.1,,,,,,,
2018-11-06,2018,11,6,,11.2,,5.3,,8.3,,9.7,,0,,,,,M,5,,,,21,,37,
2018-11-07,2018,11,7,,12.3,,6.3,,9.3,,8.7,,0,,,,,M,0,,,,20,,50,
2018-11-08,2018,11,8,,9.1,,3,,6,,12,,0,,,,,M,0,,,,22,,31,
2018-11-09,2018,11,9,,3.2,,0.6,,1.9,,16.1,,0,,,,,M,15.8,,,,,,,
2018-11-10,2018,11,10,,4.8,,-2.1,,1.3,,16.7,,0,,,,,M,5.2,,,,26,,38,
2018-11-11,2018,11,11,,0.3,,-3.8,,-1.8,,19.8,,0,,,,,M,0,,,,32,,32,
2018-11-12,2018,11,12,,3.8,,-2.5,,0.6,,17.4,,0,,,,,M,0,,,,,,,
2018-11-13,2018,11,13,,2.8,,-8.3,,-2.8,,20.8,,0,,,,,M,7.8,,,,36,,36,
2018-11-14,2018,11,14,,-6.7,,-10.8,,-8.8,,26.8,,0,,,,,M,0,,,,2,,35,
2018-11-15,2018,11,15,,-4.1,,-9.9,,-7,,25,,0,,,,,M,0,,,,,,,
2018-11-16,2018,11,16,,-2,,-4.6,,-3.3,,21.3,,0,,,,,M,11.5,,2,,,,,
2018-11-17,2018,11,17,,2.6,,-6.1,,-1.7,,19.7,,0,,,,,M,0.2,,9,,,,,
2018-11-18,2018,11,18,,-1.9,,-8.9,,-5.4,,23.4,,0,,,,,M,0,,6,,,,,
2018-11-19,2018,11,19,,1.3,,-3.9,,-1.3,,19.3,,0,,,,,M,1.4,,6,,,,,
2018-11-20,2018,11,20,,-3.9,,-7.5,,-5.7,,23.7,,0,,,,,M,4.2,,7,,,,,
2018-11-21,2018,11,21,,-2.8,,-16.3,,-9.5,,27.5,,0,,,,,M,2.5,,12,,1,,34,
2018-11-22,2018,11,22,,-9.7,,-16.9,,-13.3,,31.3,,0,,,,,M,0,,15,,,,,
2018-11-23,2018,11,23,,-3.4,,-13.3,,-8.4,,26.4,,0,,,,,M,0,,14,,,,,
2018-11-24,2018,11,24,,2.8,,-5.4,,-1.3,,19.3,,0,,,,,M,0.5,,13,,,,,
2018-11-25,2018,11,25,,4,,-0.6,,1.7,,16.3,,0,,,,,M,20.5,,10,,,,,
2018-11-26,2018,11,26,,3.9,,0.7,,2.3,,15.7,,0,,,,,M,2.4,,5,,,,,
2018-11-27,2018,11,27,,1,,-0.4,,0.3,,17.7,,0,,,,,M,10.5,,6,,7,,38,
2018-11-28,2018,11,28,,2.2,,0.5,,1.4,,16.6,,0,,,,,M,6.5,,13,,,,,
2018-11-29,2018,11,29,,2.7,,0.7,,1.7,,16.3,,0,,,,,M,0,,9,,,,,
2018-11-30,2018,11,30,,0.7,,-0.4,,0.2,,17.8,,0,,,,,M,0,,9,,,,,
2018-12-01,2018,12,1,,0.2,,-0.9,,-0.3,,18.3,,0,,,,,M,0,,9,,,,,
2018-12-02,2018,12,2,,4.9,,-1.2,,1.9,,16.1,,0,,,,,M,17.6,,9,,,,,
2018-12-03,2018,12,3,,4.4,,-2.5,,0.9,,17.1,,0,,,,,M,8.9,,6,,36,,34,
2018-12-04,2018,12,4,,-2.5,,-6.5,,-4.5,,22.5,,0,,,,,M,0,,7,,,,,
2018-12-05,2018,12,5,,-4,,-8,,-6,,24,,0,,,,,M,0.6,,7,,,,,
2018-12-06,2018,12,6,,0.5,,-4.3,,-1.9,,19.9,,0,,,,,M,1.3,,6,,,,,
2018-12-07,2018,12,7,,-1.4,,-14.6,,-8,,26,,0,,,,,M,0,,9,,,,,
2018-12-08,2018,12,8,,-8.3,,-15.3,,-11.8,,29.8,,0,,,,,M,0.2,,8,,,,,
2018-12-09,2018,12,9,,-0.2,,-10.9,,-5.6,,23.6,,0,,,,,M,0.2,,8,,,,,
2018-12-10,2018,12,10,,-3.8,,-9.6,,-6.7,,24.7,,0,,,,,M,0,,10,,,,,
2018-12-11,2018,12,11,,-5.9,,-9.6,,-7.8,,25.8,,0,,,,,M,1.6,,9,,,,,
2018-12-12,2018,12,12,,-8.1,,-12.8,,-10.5,,28.5,,0,,,,,M,0.2,,12,,,,,
2018-12-13,2018,12,13,,-7.3,,-15.9,,-11.6,,29.6,,0,,,,,M,0,,10,,,,,
2018-12-14,2018,12,14,,3.6,,-7.4,,-1.9,,19.9,,0,,,,,M,7.4,,3,,,,,
2018-12-15,2018,12,15,,4.8,,0.7,,2.7,,15.3,,0,,,,,M,0,,7,,,,,
2018-12-16,2018,12,16,,1.3,,-1.3,,0,,18,,0,,,,,M,0,,7,,,,,
2018-12-17,2018,12,17,,1.5,,-7.5,,-3,,21,,0,,,,,M,0.9,,7,,36,,34,
2018-12-18,2018,12,18,,-4.6,,-8.7,,-6.6,,24.6,,0,,,,,M,0,,11,,34,,36,
2018-12-19,2018,12,19,,-1,,-9.1,,-5.1,,23.1,,0,,,,,M,0,,11,,,,,
2018-12-20,2018,12,20,,5,,-4.2,,0.4,,17.6,,0,,,,,M,3.5,,11,,,,,
2018-12-21,2018,12,21,,5.9,,0.4,,3.1,,14.9,,0,,,,,M,39.8,,9,,,,,
2018-12-22,2018,12,22,,9.9,,-5.7,,2.1,,15.9,,0,,,,,M,3.9,,4,,24,,36,
2018-12-23,2018,12,23,,-5.7,,-9.7,,-7.7,,25.7,,0,,,,,M,0.2,,6,,,,,
2018-12-24,2018,12,24,,-6.8,,-9.5,,-8.1,,26.1,,0,,,,,M,0,,6,,,,,
2018-12-25,2018,12,25,,-8.2,,-13.1,,-10.6,,28.6,,0,,,,,M,0.2,,6,,,,,
2018-12-26,2018,12,26,,-4.6,,-11,,-7.8,,25.8,,0,,,,,M,0,,7,,,,,
2018-12-27,2018,12,27,,-8.6,,-13.4,,-11,,29,,0,,,,,M,0,,6,,,,,
2018-12-28,2018,12,28,,5.9,,-9.3,,-1.7,,19.7,,0,,,,,M,19.4,,11,,,,,
2018-12-29,2018,12,29,,7.3,,-11.4,,-2.1,,20.1,,0,,,,,M,1.1,,4,,19,,39,
2018-12-30,2018,12,30,,-5.9,,-12.3,,-9.1,,27.1,,0,,,,,M,0,,5,,,,,
2018-12-31,2018,12,31,,1.4,,-8,,-3.3,,21.3,,0,,,,,M,3,,5,,,,,
2019-01-01,2019,1,1,,2.3,,-11.7,,-4.7,,22.7,,0,,,,,M,19.7,,5,,35,,37,
2019-01-02,2019,1,2,,-9.1,,-14.9,,-12,,30,,0,,,,,M,0.2,,6,,,,,
2019-01-03,2019,1,3,,-3,,-13.8,,-8.4,,26.4,,0,,,,,M,2.9,,11,,,,,
2019-01-04,2019,1,4,,2.9,,-3,,0,,18,,0,,,,,M,3.7,,15,,,,,
2019-01-05,2019,1,5,,2.4,,1,,1.7,,16.3,,0,,,,,M,0,,11,,,,,
2019-01-06,2019,1,6,,1.6,,-12,,-5.2,,23.2,,0,,,,,M,0.9,,11,,35,,42,
2019-01-07,2019,1,7,,-9.8,,-14.3,,-12.1,,30.1,,0,,,,,M,4,,25,,,,,
2019-01-08,2019,1,8,,1.7,,-9.9,,-4.1,,22.1,,0,,,,,M,8.2,,32,,18,,31,
2019-01-09,2019,1,9,,0.7,,-2.9,,-1.1,,19.1,,0,,,,,M,1.3,,30,,,,,
2019-01-10,2019,1,10,,-2.8,,-13.1,,-7.9,,25.9,,0,,,,,M,1.6,,35,,35,,34,
2019-01-11,2019,1,11,,-12.7,,-18.6,,-15.6,,33.6,,0,,,,,M,0.4,,34,,24,,31,
2019-01-12,2019,1,12,,-13,,-17.8,,-15.4,,33.4,,0,,,,,M,0,,32,,,,,
2019-01-13,2019,1,13,,-10.8,,-16.8,,-13.8,,31.8,,0,,,,,M,0.2,,31,,,,,
2019-01-14,2019,1,14,,-7.5,,-14.7,,-11.1,,29.1,,0,,,,,M,0,,30,,,,,
2019-01-15,2019,1,15,,-1.8,,-7.6,,-4.7,,22.7,,0,,,,,M,0,,30,,,,,
2019-01-16,2019,1,16,,1.2,,-17.7,,-8.2,,26.2,,0,,,,,M,0.9,,32,,24,,38,
2019-01-17,2019,1,17,,-13.5,,-20.5,,-17,,35,,0,,,,,M,0.4,,32,,,,,
2019-01-18,2019,1,18,,-7.6,,-15.7,,-11.6,,29.6,,0,,,,,M,1,,32,,,,,
2019-01-19,2019,1,19,,-14.2,,-23.9,,-19,,37,,0,,,,,M,1.9,,34,,1,,31,
2019-01-20,2019,1,20,,-16.2,,-20.9,,-18.6,,36.6,,0,,,,,M,10,,50,,5,,55,
2019-01-21,2019,1,21,,-16.4,,-21.2,,-18.8,,36.8,,0,,,,,M,2.1,,67,,,,,
2019-01-22,2019,1,22,,-9.5,,-22.3,,-15.9,,33.9,,0,,,,,M,0.2,,66,,24,,36,
