Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2019-01-23,2019,1,23,,1.5,,-12,,-5.3,,23.3,,0,,,,,M,21.5,,67,,,,,
2019-01-24,2019,1,24,,3.7,,-6,,-1.1,,19.1,,0,,,,,M,20.1,,68,,,,,
2019-01-25,2019,1,25,,-1.5,,-11,,-6.2,,24.2,,0,,,,,M,0.4,,61,,21,,32,
2019-01-26,2019,1,26,,-10.8,,-13.5,,-12.1,,30.1,,0,,,,,M,0.7,,62,,,,,
2019-01-27,2019,1,27,,-1.1,,-13.7,,-7.4,,25.4,,0,,,,,M,0,,59,,26,,42,
2019-01-28,2019,1,28,,-12,,-20.1,,-16.1,,34.1,,0,,,,,M,,M,61,,,,,
2019-01-29,2019,1,29,,-4.3,,-18.1,,-11.2,,29.2,,0,,,,,M,8,,60,,,,,
2019-01-30,2019,1,30,,-7.6,,-16.9,,-12.3,,30.3,,0,,,,,M,0.2,,71,,,,,
2019-01-31,2019,1,31,,-13.8,,-17.3,,-15.6,,33.6,,0,,,,,M,0,,70,,24,,36,
2019-02-01,2019,2,1,,-12,,-17,,-14.5,,32.5,,0,,,,,M,0,,69,,,,,
2019-02-02,2019,2,2,,-6.5,,-14.5,,-10.5,,28.5,,0,,,,,M,3.7,,68,,,,,
2019-02-03,2019,2,3,,-8.2,,-14,,-11.1,,29.1,,0,,,,,M,1.6,,71,,,,,
2019-02-04,2019,2,4,,-2.6,,-10.7,,-6.7,,24.7,,0,,,,,M,1.3,,72,,,M,,M
2019-02-05,2019,2,5,,6.5,,-9,,-1.3,,19.3,,0,,,,,M,8.7,,69,,,M,,M
2019-02-06,2019,2,6,,-6.1,,-11.6,,-8.8,,26.8,,0,,,,,M,3.7,,64,,,,,
2019-02-07,2019,2,7,,2.1,,-6.7,,-2.3,,20.3,,0,,,,,M,0.5,,65,,,,,
2019-02-08,2019,2,8,,6.6,,-9,,-1.2,,19.2,,0,,,,,M,2.8,,64,,21,,46,
2019-02-09,2019,2,9,,-6.5,,-11.8,,-9.2,,27.2,,0,,,,,M,0,,63,,25,,38,
2019-02-10,2019,2,10,,-6.4,,-13.1,,-9.7,,27.7,,0,,,,,M,0,,62,,,,,
2019-02-11,2019,2,11,,-8.1,,-14.3,,-11.2,,29.2,,0,,,,,M,0,,62,,,,,
2019-02-12,2019,2,12,,-5.5,,-17.1,,-11.3,,29.3,,0,,,,,M,15.4,,62,,,,,
2019-02-13,2019,2,13,,0.3,,-7.4,,-3.6,,21.6,,0,,,,,M,16.9,,89,,4,,100,
2019-02-14,2019,2,14,,-4,,-8.2,,-6.1,,24.1,,0,,,,,M,0,,89,,,,,
2019-02-15,2019,2,15,,3.8,,-6.7,,-1.5,,19.5,,0,,,,,M,2.4,,87,,19,,36,
2019-02-16,2019,2,16,,-1.8,,-11,,-6.4,,24.4,,0,,,,,M,0,,85,,,,,
2019-02-17,2019,2,17,,-8.4,,-13.8,,-11.1,,29.1,,0,,,,,M,0,,84,,,,,
2019-02-18,2019,2,18,,-8,,-14.1,,-11.1,,29.1,,0,,,,,M,0,,83,,3,,31,
2019-02-19,2019,2,19,,-9.4,,-16.6,,-13,,31,,0,,,,,M,0,,83,,,,,
2019-02-20,2019,2,20,,-4.7,,-14.7,,-9.7,,27.7,,0,,,,,M,1.5,,82,,,,,
2019-02-21,2019,2,21,,3,,-7.5,,-2.2,,20.2,,0,,,,,M,8.9,,90,,3,,48,
2019-02-22,2019,2,22,,0,,-6,,-3,,21,,0,,,,,M,0,,88,,,,,
2019-02-23,2019,2,23,,0.8,,-7.3,,-3.3,,21.3,,0,,,,,M,0,,86,,,,,
2019-02-24,2019,2,24,,3.9,,-2.6,,0.6,,17.4,,0,,,,,M,16.4,,86,,20,,38,
2019-02-25,2019,2,25,,1.6,,-12.5,,-5.5,,23.5,,0,,,,,M,0.2,,84,,21,,44,
2019-02-26,2019,2,26,,-12.4,,-17.5,,-15,,33,,0,,,,,M,0.2,,82,,35,,33,
2019-02-27,2019,2,27,,-13.1,,-19,,-16,,34,,0,,,,,M,0,,82,,,,,
2019-02-28,2019,2,28,,-7.3,,-16.8,,-12.1,,30.1,,0,,,,,M,0,,82,,,,,
2019-03-01,2019,3,1,,-2.2,,-13.5,,-7.9,,25.9,,0,,,,,M,0,,82,,,,,
2019-03-02,2019,3,2,,-1.9,,-10.6,,-6.2,,24.2,,0,,,,,M,0,,81,,,,,
2019-03-03,2019,3,3,,-0.9,,-5.9,,-3.4,,21.4,,0,,,,,M,0.3,,81,,,,,
2019-03-04,2019,3,4,,-1,,-10,,-5.5,,23.5,,0,,,,,M,0.2,,80,,,,,
2019-03-05,2019,3,5,,-7.3,,-13.5,,-10.4,,28.4,,0,,,,,M,0.2,,79,,20,,33,
2019-03-06,2019,3,6,,-8,,-14.3,,-11.2,,29.2,,0,,,,,M,0.2,,79,,,,,
2019-03-07,2019,3,7,,-8,,-15.5,,-11.8,,29.8,,0,,,,,M,0,,79,,,,,
2019-03-08,2019,3,8,,-1.5,,-11.9,,-6.7,,24.7,,0,,,,,M,0,,79,,19,,33,
2019-03-09,2019,3,9,,-1.4,,-8.3,,-4.9,,22.9,,0,,,,,M,0,,79,,,,,
2019-03-10,2019,3,10,,2.2,,-7.8,,-2.8,,20.8,,0,,,,,M,25.9,,79,,19,,31,
2019-03-11,2019,3,11,,3.4,,-2.6,,0.4,,17.6,,0,,,,,M,0.9,,90,,33,,36,
2019-03-12,2019,3,12,,-1.1,,-5.8,,-3.5,,21.5,,0,,,,,M,0,,87,,,,,
2019-03-13,2019,3,13,,2.1,,-4.7,,-1.3,,19.3,,0,,,,,M,1.3,,87,,,,,
2019-03-14,2019,3,14,,8.1,,-0.7,,3.7,,14.3,,0,,,,,M,0,,87,,,,,
2019-03-15,2019,3,15,,10.9,,3.5,,7.2,,10.8,,0,,,,,M,4,,79,,19,,42,
2019-03-16,2019,3,16,,3.5,,-4.8,,-0.6,,18.6,,0,,,,,M,0.2,,65,,25,,34,
2019-03-17,2019,3,17,,-2.2,,-7.8,,-5,,23,,0,,,,,M,0,,62,,,,,
2019-03-18,2019,3,18,,-0.9,,-8.3,,-4.6,,22.6,,0,,,,,M,0,,62,,,,,
2019-03-19,2019,3,19,,0.8,,-8.4,,-3.8,,21.8,,0,,,,,M,0,,60,,,,,
2019-03-20,2019,3,20,,7.8,,-3.2,,2.3,,15.7,,0,,,,,M,0,,60,,,,,
2019-03-21,2019,3,21,,7.1,,2.5,,4.8,,13.2,,0,,,,,M,9.2,,57,,,,,
2019-03-22,2019,3,22,,3.4,,1.3,,2.3,,15.7,,0,,,,,M,16.8,,53,,33,,45,
2019-03-23,2019,3,23,,1.4,,-5.2,,-1.9,,19.9,,0,,,,,M,2.3,,52,,36,,38,
2019-03-24,2019,3,24,,4,,-4,,0,,18,,0,,,,,M,0.5,,52,,,,,
2019-03-25,2019,3,25,,-0.5,,-7.2,,-3.9,,21.9,,0,,,,,M,0,,52,,21,,44,
2019-03-26,2019,3,26,,0,,-7.1,,-3.6,,21.6,,0,,,,,M,0,,50,,,,,
2019-03-27,2019,3,27,,6.3,,-3.8,,1.2,,16.8,,0,,,,,M,0,,50,,,,,
2019-03-28,2019,3,28,,6.9,,1.3,,4.1,,13.9,,0,,,,,M,1,,47,,,,,
2019-03-29,2019,3,29,,7.6,,0.1,,3.8,,14.2,,0,,,,,M,2,,42,,,,,
2019-03-30,2019,3,30,,1.7,,-1.2,,0.2,,17.8,,0,,,,,M,7.1,,38,,,,,
2019-03-31,2019,3,31,,2.4,,-1.6,,0.4,,17.6,,0,,,,,M,6.3,,37,,,,,
2019-04-01,2019,4,1,,1.7,,-6.3,,-2.3,,20.3,,0,,,,,M,0,,38,,27,,31,
2019-04-02,2019,4,2,,8.8,,-1.8,,3.5,,14.5,,0,,,,,M,0,,37,,,,,
2019-04-03,2019,4,3,,9.4,,-0.5,,4.4,,13.6,,0,,,,,M,0,,33,,22,,43,
2019-04-04,2019,4,4,,1.8,,-3.1,,-0.6,,18.6,,0,,,,,M,0,,30,,36,,36,
2019-04-05,2019,4,5,,4.2,,-4.6,,-0.2,,18.2,,0,,,,,M,3.5,,29,,,,,
2019-04-06,2019,4,6,,7.4,,0.9,,4.2,,13.8,,0,,,,,M,2.2,,28,,,,,
2019-04-07,2019,4,7,,10.4,,2,,6.2,,11.8,,0,,,,,M,0.5,,23,,,,,
2019-04-08,2019,4,8,,2.1,,-2.4,,-0.2,,18.2,,0,,,,,M,18.1,,15,,4,,32,
2019-04-09,2019,4,9,,-0.4,,-2.7,,-1.6,,19.6,,0,,,,,M,10.6,,16,,35,,33,
2019-04-10,2019,4,10,,4.2,,-2.6,,0.8,,17.2,,0,,,,,M,0.3,,25,,,,,
2019-04-11,2019,4,11,,6.7,,-1.7,,2.5,,15.5,,0,,,,,M,0,,20,,,,,
2019-04-12,2019,4,12,,13.3,,2.9,,8.1,,9.9,,0,,,,,M,0,,16,,,,,
2019-04-13,2019,4,13,,16.9,,4.9,,10.9,,7.1,,0,,,,,M,0,,8,,18,,40,
2019-04-14,2019,4,14,,9.2,,2.3,,5.7,,12.3,,0,,,,,M,6,,3,,,,,
2019-04-15,2019,4,15,,5.4,,2.4,,3.9,,14.1,,0,,,,,M,2.8,,2,,5,,31,
2019-04-16,2019,4,16,,8.9,,1.8,,5.4,,12.6,,0,,,,,M,0,,1,,2,,46,
2019-04-17,2019,4,17,,13.8,,4,,8.9,,9.1,,0,,,,,M,0,,,,,,,
2019-04-18,2019,4,18,,14.6,,7.1,,10.8,,7.2,,0,,,,,M,0.8,,,,20,,38,
2019-04-19,2019,4,19,,13.2,,4.3,,8.8,,9.2,,0,,,,,M,32.7,,,,36,,38,
2019-04-20,2019,4,20,,6.6,,4.2,,5.4,,12.6,,0,,,,,M,12.3,,,,2,,45,
2019-04-21,2019,4,21,,17.3,,5.6,,11.4,,6.6,,0,,,,,M,0,,,,,,,
2019-04-22,2019,4,22,,17.9,,8.5,,13.2,,4.8,,0,,,,,M,0,,,,3,,33,
2019-04-23,2019,4,23,,16.7,,6.3,,11.5,,6.5,,0,,,,,M,3.1,,,,,,,
2019-04-24,2019,4,24,,7.9,,4.8,,6.4,,11.6,,0,,,,,M,8,,,,17,,31,
2019-04-25,2019,4,25,,11,,4.5,,7.7,,10.3,,0,,,,,M,0.2,,,,,,,
2019-04-26,2019,4,26,,10.7,,4.9,,7.8,,10.2,,0,,,,,M,22.8,,,,,,,
2019-04-27,2019,4,27,,8.1,,2.7,,5.4,,12.6,,0,,,,,M,14.3,,,,17,,39,
2019-04-28,2019,4,28,,9.6,,1.6,,5.6,,12.4,,0,,,,,M,0,,,,,,,
2019-04-29,2019,4,29,,9.6,,1.5,,5.6,,12.4,,0,,,,,M,0,,,,,,,
2019-04-30,2019,4,30,,13.8,,5.6,,9.7,,8.3,,0,,,,,M,0,,,,,,,
2019-05-01,2019,5,1,,8,,2.2,,5.1,,12.9,,0,,,,,M,9.8,,,,,,,
2019-05-02,2019,5,2,,9.5,,2.3,,5.9,,12.1,,0,,,,,M,0.7,,,,1,,31,
2019-05-03,2019,5,3,,9.5,,7.5,,8.5,,9.5,,0,,,,,M,3.4,,,,,,,
2019-05-04,2019,5,4,,16.4,,8.5,,12.4,,5.6,,0,,,,,M,0.2,,,,,,,
2019-05-05,2019,5,5,,20,,7.4,,13.7,,4.3,,0,,,,,M,0,,,,,,,
2019-05-06,2019,5,6,,23.2,,11.4,,17.3,,0.7,,0,,,,,M,0,,,,,,,
2019-05-07,2019,5,7,,17.8,,4.5,,11.2,,6.8,,0,,,,,M,0.3,,,,3,,36,
2019-05-08,2019,5,8,,13.6,,2.5,,8.1,,9.9,,0,,,,,M,0,,,,35,,32,
2019-05-09,2019,5,9,,16.5,,3.6,,10.1,,7.9,,0,,,,,M,15.6,,,,16,,32,
2019-05-10,2019,5,10,,17.1,,8.4,,12.8,,5.2,,0,,,,,M,31.9,,,,,,,
2019-05-11,2019,5,11,,13.4,,5.9,,9.7,,8.3,,0,,,,,M,0.2,,,,36,,31,
2019-05-12,2019,5,12,,16.5,,7.8,,12.1,,5.9,,0,,,,,M,0,,,,,,,
2019-05-13,2019,5,13,,16,,6.8,,11.4,,6.6,,0,,,,,M,3.4,,,,,,,
2019-05-14,2019,5,14,,8.3,,5.4,,6.8,,11.2,,0,,,,,M,7.7,,,,,,,
2019-05-15,2019,5,15,,15.2,,6.5,,10.9,,7.1,,0,,,,,M,0.2,,,,,,,
2019-05-16,2019,5,16,,16.8,,7.4,,12.1,,5.9,,0,,,,,M,0,,,,,,,
2019-05-17,2019,5,17,,15.3,,9.4,,12.4,,5.6,,0,,,,,M,0.5,,,,,,,
2019-05-18,2019,5,18,,15.1,,8.4,,11.7,,6.3,,0,,,,,M,0,,,,,,,
2019-05-19,2019,5,19,,17.7,,10,,13.8,,4.2,,0,,,,,M,10.9,,,,,,,
2019-05-20,2019,5,20,,23,,9.8,,16.4,,1.6,,0,,,,,M,0.2,,,,18,,39,
2019-05-21,2019,5,21,,16.3,,7.7,,12,,6,,0,,,,,M,0,,,,34,,49,
2019-05-22,2019,5,22,,19.7,,9,,14.3,,3.7,,0,,,,,M,0,,,,3,,34,
2019-05-23,2019,5,23,,21,,11.9,,16.5,,1.5,,0,,,,,M,,M,,,,,,
2019-05-24,2019,5,24,,17.2,,11.3,,14.3,,3.7,,0,,,,,M,1.1,,,,,,,
2019-05-25,2019,5,25,,21.3,,12.6,,16.9,,1.1,,0,,,,,M,0,,,,19,,37,
2019-05-26,2019,5,26,,24.5,,14.1,,19.3,,0,,1.3,,,,,M,0.3,,,,1,,31,
2019-05-27,2019,5,27,,16.9,,10,,13.4,,4.6,,0,,,,,M,0,,,,,,,
2019-05-28,2019,5,28,,12.7,,9.6,,11.2,,6.8,,0,,,,,M,0.3,,,,,,,
2019-05-29,2019,5,29,,16.3,,8.9,,12.6,,5.4,,0,,,,,M,0,,,,,,,
2019-05-30,2019,5,30,,23,,11.9,,17.4,,0.6,,0,,,,,M,0.9,,,,16,,34,
2019-05-31,2019,5,31,,15.5,,8.5,,12,,6,,0,,,,,M,0,,,,,,,
2019-06-01,2019,6,1,,19.3,,10.9,,15.1,,2.9,,0,,,,,M,1,,,,,,,
2019-06-02,2019,6,2,,18.3,,11.8,,15.1,,2.9,,0,,,,,M,8.4,,,,,,,
2019-06-03,2019,6,3,,13,,9.3,,11.1,,6.9,,0,,,,,M,0,,,,26,,34,
2019-06-04,2019,6,4,,17.9,,7.6,,12.7,,5.3,,0,,,,,M,0,,,,21,,34,
2019-06-05,2019,6,5,,19.3,,10,,14.7,,3.3,,0,,,,,M,0,,,,,,,
2019-06-06,2019,6,6,,23.7,,13.4,,18.6,,0,,0.6,,,,,M,0,,,,,,,
2019-06-07,2019,6,7,,26.2,,12.8,,19.5,,0,,1.5,,,,,M,0,,,,35,,33,
2019-06-08,2019,6,8,,23.7,,12.7,,18.2,,0,,0.2,,,,,M,0,,,,,,,
2019-06-09,2019,6,9,,29.8,,15.8,,22.8,,0,,4.8,,,,,M,0,,,,,,,
2019-06-10,2019,6,10,,30.2,,16.9,,23.5,,0,,5.5,,,,,M,3.6,,,,17,,35,
2019-06-11,2019,6,11,,19.2,,13.5,,16.3,,1.7,,0,,,,,M,20,,,,35,,35,
2019-06-12,2019,6,12,,24.3,,12.3,,18.3,,0,,0.3,,,,,M,0,,,,19,,34,
2019-06-13,2019,6,13,,20.1,,13.1,,16.6,,1.4,,0,,,,,M,1.7,,,,21,,34,
2019-06-14,2019,6,14,,17,,13.2,,15.1,,2.9,,0,,,,,M,9.8,,,,,,,
2019-06-15,2019,6,15,,21.2,,14.1,,17.6,,0.4,,0,,,,,M,10,,,,22,,34,
2019-06-16,2019,6,16,,20.5,,13.2,,16.9,,1.1,,0,,,,,M,0,,,,,,,
2019-06-17,2019,6,17,,23.5,,13.3,,18.4,,0,,0.4,,,,,M,0,,,,,,,
2019-06-18,2019,6,18,,26.4,,15.1,,20.8,,0,,2.8,,,,,M,0,,,,,,,
2019-06-19,2019,6,19,,28.1,,17.5,,22.8,,0,,4.8,,,,,M,0,,,,,,,
2019-06-20,2019,6,20,,18.1,,15.6,,16.9,,1.1,,0,,,,,M,15.3,,,,,,,
2019-06-21,2019,6,21,,25,,15.3,,20.1,,0,,2.1,,,,,M,0,,,,4,,34,
2019-06-22,2019,6,22,,26.4,,16.6,,21.5,,0,,3.5,,,,,M,0,,,,2,,38,
2019-06-23,2019,6,23,,27.7,,18.5,,23.1,,0,,5.1,,,,,M,0,,,,35,,38,
2019-06-24,2019,6,24,,26.2,,16.2,,21.2,,0,,3.2,,,,,M,0,,,,,,,
2019-06-25,2019,6,25,,24.4,,16.1,,20.3,,0,,2.3,,,,,M,15.3,,,,,,,
2019-06-26,2019,6,26,,28,,17.8,,22.9,,0,,4.9,,,,,M,0,,,,,,,
2019-06-27,2019,6,27,,28.9,,19.1,,24,,0,,6,,,,,M,0,,,,35,,34,
2019-06-28,2019,6,28,,30.1,,19.1,,24.6,,0,,6.6,,,,,M,0,,,,,,,
2019-06-29,2019,6,29,,28.2,,17.5,,22.9,,0,,4.9,,,,,M,3.1,,,,31,,102,
2019-06-30,2019,6,30,,23.6,,15.7,,19.6,,0,,1.6,,,,,M,12.5,,,,34,,48,
2019-07-01,2019,7,1,,27.1,,18,,22.6,,0,,4.6,,,,,M,0,,,,,,,
2019-07-02,2019,7,2,,29.9,,19.6,,24.7,,0,,6.7,,,,,M,0,,,,,,,
2019-07-03,2019,7,3,,31.4,,20.6,,26,,0,,8,,,,,M,0,,,,,,,
2019-07-04,2019,7,4,,32.9,,20.8,,26.9,,0,,8.9,,,,,M,0,,,,,,,
2019-07-05,2019,7,5,,30,,22.1,,26,,0,,8,,,,,M,0.3,,,,,,,
2019-07-06,2019,7,6,,29.6,,18.1,,23.9,,0,,5.9,,,,,M,1,,,,36,,34,
2019-07-07,2019,7,7,,25.4,,15.8,,20.6,,0,,2.6,,,,,M,0,,,,,,,
2019-07-08,2019,7,8,,27.7,,16.2,,21.9,,0,,3.9,,,,,M,0,,,,,,,
2019-07-09,2019,7,9,,30.3,,18.7,,24.5,,0,,6.5,,,,,M,0,,,,,,,
2019-07-10,2019,7,10,,31.1,,20.7,,25.9,,0,,7.9,,,,,M,0,,,,,,,
2019-07-11,2019,7,11,,28.4,,18.8,,23.6,,0,,5.6,,,,,M,37.7,,,,2,,50,
2019-07-12,2019,7,12,,25.9,,19.6,,22.8,,0,,4.8,,,,,M,0,,,,,,,
2019-07-13,2019,7,13,,27.4,,17.3,,22.3,,0,,4.3,,,,,M,2.2,,,,,,,
2019-07-14,2019,7,14,,24.5,,18.1,,21.3,,0,,3.3,,,,,M,1.2,,,,,,,
2019-07-15,2019,7,15,,27.3,,17.6,,22.4,,0,,4.4,,,,,M,0,,,,,,,
2019-07-16,2019,7,16,,28.6,,18.5,,23.6,,0,,5.6,,,,,M,0,,,,,,,
2019-07-17,2019,7,17,,28.9,,20,,24.4,,0,,6.4,,,,,M,0,,,,,,,
2019-07-18,2019,7,18,,27.7,,16.4,,22,,0,,4,,,,,M,0,,,,,,,
2019-07-19,2019,7,19,,,,,,,,,,,,,,,,,,,,,,,
2019-07-20,2019,7,20,,,,,,,,,,,,,,,,,,,,,,,
2019-07-21,2019,7,21,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22,2019,7,22,,,,,,,,,,,,,,,,,,,,,,,
2019-07-23,2019,7,23,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,2019,7,24,,,,,,,,,,,,,,,,,,,,,,,
2019-07-25,2019,7,25,,,,,,,,,,,,,,,,,,,,,,,
2019-07-26,2019,7,26,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27,2019,7,27,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,2019,7,28,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29,2019,7,29,,,,,,,,,,,,,,,,,,,,,,,
2019-07-30,2019,7,30,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,2019,7,31,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,2019,8,1,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02,2019,8,2,,,,,,,,,,,,,,,,,,,,,,,
2019-08-03,2019,8,3,,,,,,,,,,,,,,,,,,,,,,,
2019-08-04,2019,8,4,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,2019,8,5,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,2019,8,6,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,2019,8,7,,,,,,,,,,,,,,,,,,,,,,,
2019-08-08,2019,8,8,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09,2019,8,9,,,,,,,,,,,,,,,,,,,,,,,
2019-08-10,2019,8,10,,,,,,,,,,,,,,,,,,,,,,,
2019-08-11,2019,8,11,,,,,,,,,,,,,,,,,,,,,,,
2019-08-12,2019,8,12,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,2019,8,13,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,2019,8,14,,,,,,,,,,,,,,,,,,,,,,,
2019-08-15,2019,8,15,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,2019,8,16,,,,,,,,,,,,,,,,,,,,,,,
2019-08-17,2019,8,17,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18,2019,8,18,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19,2019,8,19,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,2019,8,20,,,,,,,,,,,,,,,,,,,,,,,
2019-08-21,2019,8,21,,,,,,,,,,,,,,,,,,,,,,,
2019-08-22,2019,8,22,,,,,,,,,,,,,,,,,,,,,,,
2019-08-23,2019,8,23,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,2019,8,24,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25,2019,8,25,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26,2019,8,26,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27,2019,8,27,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,2019,8,28,,,,,,,,,,,,,,,,,,,,,,,
2019-08-29,2019,8,29,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,2019,8,30,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,2019,8,31,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,2019,9,1,,,,,,,,,,,,,,,,,,,,,,,
2019-09-02,2019,9,2,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,2019,9,3,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,2019,9,4,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05,2019,9,5,,,,,,,,,,,,,,,,,,,,,,,
2019-09-06,2019,9,6,,,,,,,,,,,,,,,,,,,,,,,
2019-09-07,2019,9,7,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08,2019,9,8,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,2019,9,9,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,2019,9,10,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,2019,9,11,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12,2019,9,12,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,2019,9,13,,,,,,,,,,,,,,,,,,,,,,,
2019-09-14,2019,9,14,,,,,,,,,,,,,,,,,,,,,,,
2019-09-15,2019,9,15,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,2019,9,16,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,2019,9,17,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,2019,9,18,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19,2019,9,19,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,2019,9,20,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21,2019,9,21,,,,,,,,,,,,,,,,,,,,,,,
2019-09-22,2019,9,22,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,2019,9,23,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,2019,9,24,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,2019,9,25,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,2019,9,26,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,2019,9,27,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,2019,9,28,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29,2019,9,29,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,2019,9,30,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,2019,10,1,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,2019,10,2,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03,2019,10,3,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,2019,10,4,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05,2019,10,5,,,,,,,,,,,,,,,,,,,,,,,
2019-10-06,2019,10,6,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,2019,10,7,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,2019,10,8,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,2019,10,9,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10,2019,10,10,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11,2019,10,11,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12,2019,10,12,,,,,,,,,,,,,,,,,,,,,,,
2019-10-13,2019,10,13,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14,2019,10,14,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15,2019,10,15,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,2019,10,16,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17,2019,10,17,,,,,,,,,,,,,,,,,,,,,,,
2019-10-18,2019,10,18,,,,,,,,,,,,,,,,,,,,,,,
2019-10-19,2019,10,19,,,,,,,,,,,,,,,,,,,,,,,
2019-10-20,2019,10,20,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21,2019,10,21,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22,2019,10,22,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23,2019,10,23,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24,2019,10,24,,,,,,,,,,,,,,,,,,,,,,,
2019-10-25,2019,10,25,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26,2019,10,26,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27,2019,10,27,,,,,,,,,,,,,,,,,,,,,,,
2019-10-28,2019,10,28,,,,,,,,,,,,,,,,,,,,,,,
2019-10-29,2019,10,29,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30,2019,10,30,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,2019,10,31,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,2019,11,1,,,,,,,,,,,,,,,,,,,,,,,
2019-11-02,2019,11,2,,,,,,,,,,,,,,,,,,,,,,,
2019-11-03,2019,11,3,,,,,,,,,,,,,,,,,,,,,,,
2019-11-04,2019,11,4,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05,2019,11,5,,,,,,,,,,,,,,,,,,,,,,,
2019-11-06,2019,11,6,,,,,,,,,,,,,,,,,,,,,,,
